name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Roberto Baggio,91,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lothar Matthäus,91,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Baresi,91,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,91,RW,81,89,90,94,34,64,87,76,90,86,91,88,75,94,84,93,91,90,93,91,95,92,93,95,96,40,70,20,35,24,68,70,68,44
Kylian Mbappé,91,ST,97,89,80,92,36,76,97,97,93,88,82,83,80,83,78,69,85,71,80,93,81,93,91,93,88,38,72,26,34,32,77,87,76,64
Karim Benzema,91,CF,80,88,83,87,39,78,79,80,92,87,80,88,84,89,75,73,89,76,82,78,72,92,91,87,90,39,90,43,24,18,79,82,82,63
Karim Adeyemi,90,ST,96,86,79,86,30,77,97,95,87,86,85,80,83,81,75,74,83,77,80,97,89,75,83,86,80,29,78,22,24,31,97,81,81,56
Mykhailo Mudryk,90,LM,94,86,87,90,50,70,95,93,90,91,81,64,71,95,90,82,84,82,75,97,84,77,90,92,81,32,44,58,59,43,72,77,64,75
Cristiano Ronaldo,90,ST,81,92,78,85,34,75,79,83,93,93,90,86,90,76,80,79,80,75,81,77,67,94,88,85,95,29,90,24,32,24,95,76,77,63
Richarlison,90,ST,90,88,81,89,62,87,93,87,90,92,80,82,86,83,82,73,87,69,83,86,77,87,89,91,88,54,96,53,68,56,95,89,84,93
Pedri,90,CM,86,77,86,91,76,82,89,83,79,77,78,65,62,93,72,66,92,90,84,92,94,89,92,91,91,80,56,76,82,70,73,99,79,70
Paul Pogba,90,CM,81,86,89,90,80,91,73,87,80,97,90,90,86,94,76,86,91,96,89,75,69,82,92,94,90,80,95,68,86,81,91,74,99,90
Zlatan Ibrahimović,90,ST,90,91,83,87,37,90,85,95,90,92,91,93,86,91,78,81,84,79,86,76,58,87,96,85,99,22,89,30,40,26,96,42,99,99
Harry Kane,90,ST,70,92,84,84,48,83,69,71,94,93,87,88,93,88,81,66,85,86,83,70,73,94,86,85,94,45,87,51,37,39,80,84,84,81
Trent Alexander-Arnold,90,RB,86,70,92,84,83,80,86,86,63,83,76,64,56,93,95,88,90,94,90,77,77,87,90,82,86,99,99,None,99,99,72,98,72,78
Xabi Alonso,90,CDM,70,80,88,81,85,82,69,71,72,89,91,79,83,87,84,87,92,90,82,68,80,87,89,76,91,89,77,85,87,81,63,85,82,85
Rui Costa,90,CAM,86,81,88,88,44,79,83,88,75,87,85,81,84,88,86,92,91,86,86,86,83,89,92,86,82,66,50,32,40,41,80,88,84,57
Roy Keane,90,CM,72,71,85,81,87,89,70,73,70,65,84,58,71,87,73,72,92,89,70,70,77,92,87,78,92,94,77,80,94,87,79,93,86,96
Rio Ferdinand,90,CB,83,49,67,65,91,86,84,82,45,65,35,57,61,57,54,32,83,77,54,60,57,86,76,55,93,91,86,92,93,90,82,83,88,86
Nemanja Vidić,90,CB,78,50,62,64,93,91,76,79,44,69,42,51,65,57,44,47,75,72,51,68,72,85,74,51,87,89,93,94,94,91,93,87,92,92
Michaël Essien,90,CDM,85,76,81,82,90,90,87,84,68,87,86,80,65,78,70,58,91,86,67,75,88,84,88,78,85,93,75,90,92,91,84,94,89,87
Luis Hernández,90,ST,92,88,74,89,48,70,94,91,91,86,83,83,88,73,69,81,77,72,75,93,85,88,88,89,86,35,93,41,47,52,89,82,65,61
Juan Sebastián Verón,90,CM,76,85,90,85,77,85,77,75,76,95,93,79,92,90,85,89,92,91,88,72,72,87,92,84,90,83,70,75,81,67,69,89,82,90
Jari Litmanen,90,CAM,82,89,84,84,36,64,81,83,91,82,88,93,87,88,77,80,89,77,85,79,72,93,90,81,91,44,72,31,25,28,63,87,69,22
Hernán Crespo,90,ST,89,90,72,89,38,73,89,89,94,87,82,87,90,83,77,60,72,57,72,90,85,89,88,89,92,32,92,31,33,32,88,80,78,50
Henrik Larsson,90,ST,90,89,76,85,48,73,92,88,93,83,84,89,88,74,70,82,78,73,88,89,82,92,86,84,84,45,96,35,47,46,92,86,65,74
Gianfranco Zola,90,CF,86,91,88,91,43,63,88,84,92,91,90,83,87,88,85,92,90,83,90,85,86,90,92,93,79,33,64,41,46,38,52,76,57,64
Frank Rijkaard,90,CDM,77,76,83,80,90,87,75,78,69,86,82,70,77,85,77,59,90,87,55,72,54,88,90,75,92,91,87,89,91,87,82,90,90,78
Frank Lampard,90,CM,74,90,88,84,73,81,76,72,89,91,94,85,89,83,82,84,93,92,84,65,62,89,91,86,88,78,71,71,76,62,78,92,79,74
Emmanuel Petit,90,CDM,77,79,82,78,87,89,78,76,71,90,90,76,64,78,73,71,90,84,73,79,73,84,86,72,87,90,79,85,90,86,78,93,88,91
Davor Šuker,90,ST,85,91,82,91,45,77,84,86,92,89,91,95,90,83,77,88,86,71,90,87,86,90,90,92,92,45,82,41,41,33,79,87,75,71
Claude Makélélé,90,CDM,80,50,79,80,88,88,82,79,46,60,53,39,39,82,71,35,90,83,44,85,90,89,85,72,88,92,58,89,94,85,85,92,86,89
Christian Vieri,90,ST,83,91,74,83,40,84,84,83,94,91,86,85,85,69,64,69,85,70,78,61,68,88,88,85,86,39,93,41,26,25,82,81,89,75
Jadon Sancho,90,CAM,87,83,88,92,40,71,90,84,86,80,73,93,83,92,87,71,93,76,91,93,92,84,91,94,88,43,42,36,43,36,61,79,75,53
Ángel Di María,90,LW,90,86,89,92,53,76,91,89,83,90,91,85,79,92,90,93,87,85,97,96,79,88,92,93,91,46,56,45,61,57,79,84,69,83
Phil Foden,90,RW,88,85,87,93,62,67,92,84,86,89,84,64,70,91,82,73,91,87,78,96,96,88,96,92,89,65,52,64,65,52,55,93,52,71
Gary Lineker,90,ST,89,90,72,85,37,75,90,88,94,86,84,88,89,74,62,65,80,68,63,85,82,98,89,81,92,41,79,37,25,22,79,85,75,60
Gheorghe Hagi,90,CAM,85,88,90,89,42,65,87,84,82,95,93,88,89,89,92,95,91,86,93,91,89,82,87,90,86,37,59,35,47,40,75,83,59,57
Jude Bellingham,90,CM,82,82,85,90,85,86,85,80,84,85,81,78,61,92,72,53,92,89,74,87,85,90,90,91,85,88,74,87,86,84,82,96,80,91
Bruno Fernandes,90,CAM,80,89,91,85,71,80,83,77,86,91,91,90,93,94,88,88,91,91,90,82,83,95,88,83,83,95,95,None,99,96,75,97,69,84
Laurent Blanc,90,CB,80,69,70,79,91,86,82,79,72,66,67,61,75,69,52,65,80,78,58,75,71,77,82,79,72,86,91,94,91,90,88,95,85,78
Andriy Shevchenko,90,ST,86,91,73,86,35,75,84,87,92,90,89,88,88,76,62,95,76,61,94,81,78,83,86,88,85,31,88,26,32,27,90,78,77,60
Roberto Carlos,90,LB,91,82,85,80,85,85,93,90,75,94,88,81,77,77,87,97,86,83,95,84,88,81,83,77,73,88,75,81,87,91,92,92,83,82
Miroslav Klose,90,ST,86,88,75,82,42,80,88,84,90,84,86,91,92,77,71,73,79,69,73,74,70,94,86,79,95,52,92,23,41,37,99,74,86,67
Didier Drogba,90,ST,88,91,76,81,47,89,89,87,93,93,86,89,88,81,77,83,76,65,78,72,73,88,86,80,82,48,97,40,40,37,91,85,94,81
Michael Laudrup,90,CAM,84,78,90,91,37,63,85,83,78,78,74,79,86,93,90,83,92,83,88,91,79,87,90,93,87,37,72,30,37,27,67,80,62,45
Robin van Persie,90,ST,84,93,86,89,45,75,86,82,92,97,90,96,91,87,88,88,87,76,89,86,70,86,91,90,86,47,79,35,44,36,71,78,78,65
Patrick Vieira,90,CM,84,78,81,84,88,90,85,83,77,81,78,70,79,90,67,61,87,86,68,75,73,96,89,81,98,92,84,85,91,86,81,86,92,94
Bastian Schweinsteiger,90,CM,75,85,88,84,86,87,78,72,81,92,90,81,68,89,88,83,90,86,90,79,79,87,86,84,82,91,86,87,82,80,80,96,84,84
Marquinhos,90,CB,81,58,78,78,91,84,79,83,61,67,47,36,54,79,71,33,87,88,60,72,70,93,83,73,91,91,90,92,91,91,97,86,82,85
Luka Modrić,90,CM,78,80,91,90,77,70,81,75,76,83,86,80,86,92,88,80,93,94,87,93,94,90,92,87,94,99,83,None,99,99,71,88,62,66
Franck Ribéry,90,LW,89,85,86,90,35,70,88,89,83,86,80,90,92,86,75,85,90,87,86,76,92,78,94,92,83,55,68,None,42,43,44,70,73,67
Toni Kroos,90,CM,57,83,92,84,73,71,59,56,79,91,88,84,75,91,90,86,95,95,88,65,74,93,91,83,91,82,60,73,75,62,33,78,75,63
Virgil van Dijk,90,CB,81,60,71,72,91,86,68,91,52,81,64,45,62,65,53,70,79,86,60,61,53,89,76,70,90,91,88,93,93,87,88,74,93,85
Jean-Pierre Papin,90,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernardo Silva,90,CAM,82,81,87,94,63,71,89,76,82,82,81,81,71,88,88,69,92,80,88,96,94,89,93,94,92,86,73,0,99,76,53,97,56,78
Lúcio,90,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
João Cancelo,90,CM,87,77,87,87,84,78,88,86,73,84,83,65,55,87,90,71,90,81,89,81,80,87,89,88,88,99,99,0,99,99,77,97,66,81
Sadio Mané,90,LM,91,85,82,89,45,78,92,91,88,85,80,77,77,86,80,66,86,73,79,94,89,92,87,89,85,36,86,43,43,39,88,86,73,76
Franck Ribéry,90,CF,90,88,78,90,37,68,89,90,86,89,83,93,95,78,68,77,82,79,78,76,92,78,94,92,83,58,72,0,44,46,42,68,71,65
Neymar Jr,90,CAM,88,85,86,94,38,63,89,87,86,82,84,89,94,90,85,88,86,82,89,94,83,89,95,96,94,38,65,36,33,30,64,82,54,65
Casemiro,90,CDM,65,75,76,73,88,91,62,68,66,90,83,64,68,76,59,75,85,84,63,62,67,88,79,68,85,89,80,88,89,88,86,91,91,92
Erling Haaland,90,ST,91,93,69,83,52,89,84,96,96,96,89,90,78,79,50,66,79,56,82,79,75,91,85,81,88,46,84,47,56,31,76,83,95,87
Thomas Müller,90,CAM,82,88,86,86,62,76,78,84,92,82,86,88,73,89,88,61,88,82,84,77,76,99,90,83,90,88,99,0,86,70,82,92,71,66
Heung Min Son,90,LW,89,90,84,87,43,71,86,91,92,89,90,80,74,86,85,76,86,76,87,86,77,92,85,88,90,40,70,48,35,34,62,91,66,64
Luís Figo,90,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Del Piero,90,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivaldo,90,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Henry,90,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrincha,90,RW,90,83,88,93,41,67,92,89,86,83,78,82,78,87,90,86,88,85,86,91,89,88,93,95,88,41,65,34,40,38,68,84,64,52
Hristo Stoichkov,90,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo,90,ST,94,90,77,91,42,72,95,93,94,89,86,88,84,77,72,77,82,71,75,88,80,86,91,93,87,36,78,36,41,35,79,77,82,40
George Best,90,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Cantona,90,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Dalglish,90,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Eto'o,90,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairzinho,90,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruud van Nistelrooy,90,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emilio Butragueño,90,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruud Gullit,90,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Pirlo,90,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavi,90,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Bergkamp,90,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafu,90,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carles Puyol,90,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Alberto,90,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Nesta,90,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano Ronaldo,90,ST,81,92,78,85,34,75,79,83,93,93,90,86,90,76,80,79,80,75,81,77,67,94,88,85,95,29,90,24,32,24,95,76,77,63
Virgil van Dijk,90,CB,81,60,71,72,91,86,68,91,52,81,64,45,62,65,53,70,79,86,60,61,53,89,76,70,90,90,87,92,92,86,88,74,93,85
Mohamed Salah,90,RW,90,89,82,90,45,75,89,91,93,83,85,84,86,85,80,69,84,77,84,90,91,93,88,90,92,55,59,38,43,41,69,87,75,63
Rayan Cherki,89,CAM,87,85,88,92,40,70,91,85,81,96,84,72,77,88,91,94,89,76,99,92,93,77,89,96,84,42,53,36,44,29,37,63,77,68
Vitinha,89,CM,85,82,88,90,80,80,88,82,80,83,86,75,88,89,79,68,95,92,69,98,91,80,91,89,89,87,47,81,86,81,81,99,65,77
Joško Gvardiol,89,CB,88,59,80,82,87,90,86,90,46,83,61,59,67,75,71,68,88,86,68,75,72,85,84,83,83,87,84,84,90,90,91,86,91,92
Fábio Vieira,89,CM,85,87,90,88,76,77,86,84,85,89,91,80,85,96,85,79,92,89,86,87,79,81,91,89,86,63,87,78,80,66,70,92,71,76
Federico Valverde,89,CM,92,80,86,86,85,87,87,96,75,90,88,76,64,88,72,72,94,93,76,83,74,91,90,85,89,88,64,86,88,86,67,94,86,88
Bukayo Saka,89,RM,92,85,85,90,70,78,95,90,88,83,79,80,80,88,88,75,87,71,87,90,90,89,89,91,86,72,48,72,73,71,65,96,70,79
Marco Reus,89,CAM,87,88,88,90,60,77,93,82,88,90,85,91,83,90,88,89,89,83,92,88,86,91,91,91,91,63,50,67,53,67,81,85,78,60
Marco Verratti,89,CM,85,72,91,94,83,78,92,78,71,71,68,76,76,94,87,68,95,94,90,93,96,90,95,94,97,89,60,82,86,88,78,89,63,99
Martin Ødegaard,89,CAM,86,84,91,89,63,69,88,85,84,85,86,85,71,91,89,90,93,89,88,90,88,78,90,90,83,71,56,71,53,55,50,87,61,69
Wissam Ben Yedder,89,ST,87,89,84,93,44,75,88,87,92,89,78,90,90,86,80,82,89,71,88,96,96,90,93,92,90,50,83,38,37,29,85,79,75,68
Riyad Mahrez,89,RW,88,86,88,93,42,65,92,85,87,87,86,79,83,90,88,85,90,81,92,95,91,86,93,94,86,43,62,50,34,24,61,81,62,52
Sol Campbell,89,CB,80,45,60,54,90,90,77,83,44,63,37,35,39,57,45,18,76,68,30,51,53,87,60,43,84,89,92,91,88,93,88,80,95,89
John Barnes,89,LW,90,87,85,91,45,85,88,91,88,86,89,83,73,85,87,87,86,77,85,85,77,86,92,93,90,32,75,46,46,36,72,88,86,82
Ian Wright,89,ST,89,90,70,82,41,77,88,89,92,89,87,86,88,74,57,66,78,66,67,83,79,87,86,79,88,36,86,32,39,34,76,87,74,71
Gianluca Zambrotta,89,RB,90,72,84,85,88,86,89,91,63,83,81,72,72,81,89,63,85,83,84,77,77,88,88,85,87,88,80,86,91,90,80,90,83,88
Gennaro Gattuso,89,CDM,73,65,72,73,91,89,75,72,60,76,65,58,60,76,57,37,83,78,50,71,81,95,75,67,80,95,63,93,94,92,66,92,86,96
Ashley Cole,89,LB,89,67,83,83,88,80,90,89,57,76,74,73,74,80,87,64,85,81,81,82,84,89,85,82,84,89,68,90,90,93,81,92,71,85
Gabriel Jesus,89,RW,90,88,81,91,46,81,93,88,89,90,83,84,80,84,81,59,85,72,83,96,92,90,90,92,83,37,90,52,34,32,86,90,76,82
Andrew Robertson,89,LB,90,64,85,84,86,83,89,91,58,80,68,34,58,84,92,75,86,80,86,78,77,88,86,84,86,88,70,87,88,86,68,99,71,93
Dimitri Payet,89,CAM,89,88,86,90,47,81,90,88,85,93,90,86,91,89,87,83,85,82,85,88,80,86,92,91,90,43,69,45,43,46,42,83,88,67
Alexandre Lacazette,89,ST,91,86,86,88,50,86,94,88,85,92,83,84,87,86,77,84,93,81,84,86,87,87,88,88,85,48,85,44,51,36,88,79,88,86
João Félix,89,RW,90,85,86,92,45,74,91,90,84,85,86,88,72,91,82,71,88,81,88,92,88,87,92,93,90,45,78,34,47,39,84,83,68,75
Theo Hernández,89,LB,96,75,81,85,82,87,95,97,72,86,75,69,52,78,90,68,84,72,74,82,80,89,83,87,84,82,78,78,85,84,71,94,85,86
Lautaro Martínez,89,ST,86,89,78,88,50,88,89,83,94,86,81,97,79,87,63,58,82,79,84,89,92,92,89,87,89,47,88,57,32,46,93,84,88,94
Pedri,89,CM,83,76,85,90,75,80,86,80,78,76,77,64,61,92,71,65,91,89,83,91,93,88,91,90,90,79,55,75,81,69,71,96,77,68
Yaya Touré,89,CDM,82,85,88,87,82,91,80,84,82,92,88,75,88,92,76,86,93,88,87,79,71,89,92,86,88,80,73,79,88,85,73,96,94,83
Aymeric Laporte,89,CB,82,53,75,72,90,87,75,89,48,72,50,42,47,68,60,72,86,84,64,59,57,91,81,66,88,91,88,90,91,90,88,74,93,89
Marco Asensio,89,ST,91,86,84,89,49,70,92,90,84,92,91,85,67,83,84,79,84,85,87,86,81,84,93,89,88,71,90,None,66,62,65,85,71,51
Hernán Crespo,89,ST,87,89,71,88,39,71,88,87,93,88,83,90,90,79,76,61,71,56,71,92,86,86,87,88,92,32,94,32,34,33,85,80,75,48
Emmanuel Petit,89,CDM,81,78,82,77,86,89,82,81,67,92,90,77,64,75,79,70,89,84,75,78,72,79,81,75,79,86,81,86,88,87,85,93,86,92
Luis Suárez,89,ST,85,91,83,89,50,88,89,83,92,91,89,93,87,85,80,86,83,78,90,80,88,98,92,87,98,61,99,None,71,59,75,77,91,95
Kingsley Coman,89,LM,94,82,82,89,34,70,96,92,80,88,78,83,75,84,84,73,82,77,86,94,86,88,89,90,80,37,99,None,44,34,82,82,75,40
Joshua Kimmich,89,CDM,68,72,87,84,83,79,77,60,68,78,83,69,44,85,91,69,87,90,85,84,84,88,85,82,85,84,72,85,85,78,79,94,68,89
Leon Goretzka,89,CM,80,84,84,85,84,88,80,80,84,87,88,73,61,86,77,77,88,87,78,78,75,89,88,86,84,99,99,None,99,99,82,88,90,84
Sergej Milinković-Savić,89,CM,75,84,85,85,82,90,73,77,86,87,85,78,62,86,74,81,89,89,84,64,65,87,90,88,87,99,99,None,99,99,91,95,91,83
Jay-Jay Okocha,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neymar Jr,89,LW,87,83,85,93,37,61,88,86,84,80,82,87,92,89,84,87,85,81,88,93,82,88,94,95,93,37,63,35,32,29,62,79,52,63
Rafael Márquez,89,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heung Min Son,89,LW,88,89,82,86,42,69,85,90,91,88,89,79,73,84,83,74,84,74,85,85,76,91,84,87,89,39,68,47,34,33,60,88,64,62
Ricardo Carvalho,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalidou Koulibaly,89,CB,83,35,66,72,90,87,75,89,27,71,21,15,35,67,43,31,79,75,59,54,36,88,76,74,87,99,99,0,99,99,84,72,96,85
Harry Kane,89,ST,68,91,83,82,47,82,67,69,93,92,86,87,92,87,80,65,84,85,82,68,71,92,84,83,92,44,85,50,36,38,79,83,83,80
Tomas Brolin,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabinho,89,CDM,78,75,84,85,88,86,76,80,68,88,76,51,98,82,81,57,90,88,76,70,71,95,89,86,94,99,99,0,99,99,78,91,84,88
Javier Mascherano,89,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadio Mané,89,LM,90,83,80,88,44,77,91,90,86,83,78,75,75,84,78,64,84,71,77,93,88,91,86,88,84,35,84,42,42,38,87,85,72,75
Casemiro,89,CDM,63,73,75,72,87,90,60,66,64,88,81,62,66,75,58,74,84,83,62,61,66,87,78,67,84,88,79,87,88,87,85,90,90,91
Thiago,89,CM,85,84,89,87,75,73,96,77,79,88,85,96,88,91,81,80,94,92,88,87,87,81,89,86,87,99,79,0,99,99,91,80,63,85
Piqué,89,CB,83,58,77,74,88,87,71,92,62,59,48,54,66,78,62,47,87,89,63,61,37,88,87,69,94,99,99,0,99,99,84,69,95,89
Sergio Ramos,89,CB,80,65,76,74,89,84,88,75,61,74,60,65,85,74,66,78,81,83,75,70,69,90,82,67,91,99,99,0,99,99,99,61,88,98
João Cancelo,89,LB,86,75,86,86,82,75,87,85,71,82,81,64,53,86,89,70,89,80,88,80,79,86,88,87,87,99,99,0,99,99,74,93,64,78
Toni Kroos,89,CM,55,82,91,82,72,70,57,54,78,90,87,83,74,90,89,85,94,94,87,64,72,91,89,81,89,81,59,72,74,61,33,77,74,62
Jean-Pierre Papin,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jürgen Kohler,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lúcio,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudi Völler,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abedi Pelé,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Ginola,89,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Morientes,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erling Haaland,89,ST,90,92,67,82,50,88,83,95,95,95,88,89,77,76,48,64,76,55,79,78,74,90,84,80,87,44,81,45,54,30,75,82,94,86
Phil Foden,89,LW,86,83,86,92,61,65,90,82,84,87,82,63,68,90,81,72,90,86,78,95,95,87,95,91,88,92,74,0,92,74,53,90,51,69
Marquinhos,89,CB,80,57,76,76,90,82,78,82,60,66,46,36,53,77,69,32,85,86,59,70,68,90,81,71,88,90,89,91,90,90,94,84,80,83
Luka Modrić,89,CM,75,78,90,89,73,67,78,72,74,81,84,78,84,91,87,79,92,93,86,92,93,89,91,86,93,99,79,0,99,99,68,84,59,63
Michael Laudrup,89,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Didier Drogba,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Sánchez,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferenc Puskás,89,CF,90,93,85,90,42,73,93,88,94,93,91,89,90,85,83,86,86,83,91,93,91,86,91,89,93,42,71,39,39,34,68,89,75,51
Eusébio,89,CF,95,91,82,90,43,78,94,95,92,92,89,86,89,82,83,81,83,81,80,95,93,92,87,90,87,37,86,41,38,34,89,94,70,74
Marco van Basten,89,ST,83,91,72,86,35,76,81,85,94,90,84,92,85,75,72,74,75,62,72,87,71,90,90,85,88,43,85,22,29,27,84,77,81,58
David Trezeguet,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerd Müller,89,ST,89,90,72,85,40,75,94,85,94,90,80,90,84,76,64,73,77,62,76,88,94,92,87,80,87,35,91,38,33,28,91,83,73,64
Ian Rush,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Cruyff,89,CF,92,87,85,92,40,70,94,90,89,80,88,90,85,88,82,80,86,82,88,95,78,90,94,92,89,42,58,37,35,38,64,79,66,68
Alan Shearer,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Baggio,89,CF,82,83,90,90,41,61,84,80,86,73,84,84,84,93,87,88,92,87,92,79,78,85,93,92,88,40,73,39,35,32,63,70,63,42
Miroslav Klose,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin van Persie,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Lineker,89,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Scholes,89,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastian Schweinsteiger,89,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Ballack,89,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gheorghe Hagi,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sócrates,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Román Riquelme,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Gerrard,89,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldinho,89,CAM,80,85,88,90,38,77,81,80,85,83,86,80,88,91,89,88,87,82,88,85,84,91,92,91,93,25,50,39,42,32,72,75,82,68
Pavel Nedvěd,89,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xabi Alonso,89,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philipp Lahm,89,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaká,89,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Beckham,89,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Cannavaro,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurent Blanc,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Moore,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Hierro,89,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Kane,89,ST,68,91,83,82,47,82,67,69,93,92,86,87,92,87,80,65,84,85,82,68,71,92,84,83,92,44,85,50,36,38,79,83,83,80
Heung Min Son,89,LW,88,89,82,86,42,69,85,90,91,88,89,79,73,84,83,74,84,74,85,85,76,91,84,87,89,39,68,47,34,33,59,87,63,61
Neymar Jr,89,LW,87,83,85,93,37,61,88,86,83,79,81,86,91,89,84,87,85,81,88,93,82,88,94,95,93,37,63,35,32,29,62,79,52,63
Joshua Kimmich,89,CDM,68,72,87,84,83,79,77,60,68,78,83,69,44,85,91,69,87,90,85,84,84,88,85,82,85,84,72,85,85,78,79,94,68,89
N'Golo Kanté,89,CDM,72,66,74,81,87,82,77,68,65,71,65,56,54,77,68,49,82,76,49,78,92,93,81,78,84,91,54,90,93,86,75,95,72,93
Sadio Mané,89,LM,90,83,80,88,44,77,91,90,86,83,78,75,75,84,78,64,84,71,77,93,88,91,86,88,84,35,84,42,42,38,87,85,72,75
Casemiro,89,CDM,63,73,75,72,87,90,60,66,64,88,81,62,66,75,58,74,84,83,62,61,66,87,78,67,84,88,79,87,88,87,85,90,90,91
Vanderson,88,RW,92,84,86,88,70,77,93,92,85,84,80,83,66,86,89,84,88,78,80,89,87,87,88,89,84,68,69,70,72,70,62,84,75,79
Vanderson,88,RB,91,70,80,77,84,88,92,91,71,70,67,69,55,80,83,78,82,72,75,78,76,76,77,78,74,82,83,84,86,84,71,96,85,91
