name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Vinícius Jr.,91.0,LW,99.0,86.0,82.0,94.0,34.0,76.0,99.0,99.0,91.0,83.0,83.0,78.0,71.0,83.0,80.0,69.0,83.0,81.0,85.0,98.0,87.0,86.0,93.0,96.0,83.0,30.0,59.0,29.0,21.0,85.0,95.0,70.0,66.0
Kalidou Koulibaly,91.0,CB,85.0,37.0,70.0,77.0,92.0,90.0,77.0,91.0,28.0,75.0,22.0,16.0,37.0,71.0,45.0,33.0,84.0,79.0,63.0,58.0,38.0,94.0,82.0,79.0,93.0,89.0,88.0,93.0,90.0,87.0,74.0,99.0,88.0
Ashley Cole,91.0,LB,90.0,70.0,85.0,85.0,91.0,81.0,91.0,89.0,60.0,80.0,79.0,73.0,76.0,83.0,89.0,65.0,88.0,84.0,85.0,86.0,88.0,90.0,85.0,84.0,86.0,94.0,70.0,90.0,98.0,82.0,99.0,70.0,89.0
Nemanja Vidić,91.0,CB,84.0,51.0,63.0,74.0,94.0,92.0,82.0,85.0,45.0,70.0,43.0,52.0,66.0,58.0,45.0,48.0,76.0,73.0,52.0,70.0,74.0,88.0,76.0,70.0,90.0,90.0,94.0,95.0,92.0,94.0,88.0,93.0,93.0
Sergio Ramos,91.0,CB,83.0,72.0,78.0,77.0,92.0,88.0,91.0,77.0,68.0,82.0,67.0,72.0,94.0,76.0,67.0,80.0,83.0,85.0,77.0,73.0,72.0,94.0,86.0,69.0,95.0,93.0,98.0,91.0,92.0,99.0,64.0,93.0,99.0
Casemiro,91.0,CDM,66.0,76.0,78.0,75.0,89.0,92.0,63.0,69.0,67.0,92.0,84.0,65.0,69.0,78.0,60.0,77.0,87.0,86.0,64.0,64.0,69.0,91.0,81.0,70.0,88.0,90.0,81.0,90.0,89.0,87.0,92.0,92.0,93.0
Neymar Jr,91.0,CAM,90.0,87.0,87.0,95.0,39.0,64.0,91.0,89.0,88.0,84.0,86.0,91.0,97.0,91.0,86.0,89.0,87.0,83.0,90.0,95.0,84.0,90.0,96.0,97.0,95.0,39.0,66.0,34.0,31.0,65.0,83.0,55.0,66.0
Wayne Rooney,91.0,ST,89.0,92.0,83.0,88.0,55.0,89.0,90.0,88.0,92.0,94.0,92.0,92.0,87.0,81.0,79.0,82.0,86.0,84.0,86.0,84.0,83.0,92.0,91.0,86.0,87.0,44.0,89.0,56.0,44.0,87.0,91.0,87.0,90.0
Robin van Persie,91.0,ST,85.0,94.0,87.0,90.0,46.0,74.0,86.0,85.0,94.0,94.0,91.0,96.0,94.0,87.0,87.0,88.0,89.0,79.0,89.0,84.0,68.0,93.0,94.0,90.0,91.0,50.0,80.0,44.0,37.0,69.0,79.0,78.0,59.0
Steven Gerrard,91.0,CM,77.0,90.0,90.0,85.0,77.0,84.0,75.0,78.0,88.0,92.0,95.0,84.0,85.0,88.0,88.0,82.0,93.0,95.0,84.0,71.0,69.0,87.0,92.0,85.0,84.0,76.0,75.0,79.0,74.0,74.0,89.0,82.0,85.0
Sócrates,91.0,CAM,84.0,90.0,91.0,90.0,45.0,84.0,85.0,83.0,87.0,92.0,93.0,91.0,89.0,94.0,89.0,89.0,90.0,91.0,89.0,83.0,60.0,86.0,95.0,92.0,97.0,34.0,88.0,53.0,48.0,70.0,92.0,84.0,77.0
Ronald Koeman,91.0,CB,75.0,88.0,89.0,80.0,90.0,86.0,73.0,76.0,82.0,98.0,94.0,83.0,97.0,82.0,88.0,97.0,88.0,97.0,94.0,66.0,72.0,91.0,86.0,78.0,87.0,93.0,85.0,92.0,89.0,85.0,86.0,86.0,86.0
Roberto Carlos,91.0,LB,92.0,83.0,84.0,81.0,86.0,86.0,93.0,91.0,76.0,97.0,93.0,77.0,77.0,75.0,89.0,97.0,84.0,81.0,97.0,79.0,87.0,91.0,86.0,76.0,80.0,93.0,78.0,86.0,88.0,84.0,94.0,83.0,86.0
Robert Pirès,91.0,LM,88.0,82.0,88.0,89.0,40.0,64.0,88.0,88.0,86.0,77.0,78.0,78.0,82.0,91.0,89.0,84.0,88.0,85.0,87.0,81.0,79.0,84.0,92.0,91.0,86.0,47.0,53.0,38.0,36.0,76.0,84.0,60.0,47.0
Philipp Lahm,91.0,RB,87.0,72.0,87.0,87.0,90.0,73.0,88.0,86.0,68.0,69.0,81.0,67.0,79.0,86.0,91.0,63.0,88.0,86.0,87.0,87.0,93.0,94.0,89.0,83.0,94.0,93.0,69.0,88.0,96.0,79.0,94.0,63.0,69.0
Pavel Nedvěd,91.0,LM,85.0,88.0,90.0,90.0,60.0,81.0,84.0,85.0,84.0,91.0,93.0,85.0,84.0,90.0,90.0,88.0,90.0,89.0,86.0,82.0,78.0,88.0,92.0,92.0,84.0,64.0,78.0,52.0,50.0,70.0,90.0,75.0,85.0
Paul Scholes,91.0,CM,72.0,87.0,91.0,80.0,64.0,82.0,73.0,71.0,84.0,91.0,94.0,85.0,73.0,94.0,89.0,73.0,93.0,94.0,76.0,68.0,89.0,89.0,87.0,75.0,88.0,82.0,83.0,60.0,42.0,85.0,94.0,73.0,88.0
Patrick Vieira,91.0,CM,83.0,80.0,82.0,85.0,90.0,91.0,85.0,82.0,78.0,84.0,84.0,68.0,76.0,89.0,67.0,60.0,89.0,89.0,66.0,74.0,70.0,89.0,89.0,85.0,91.0,94.0,83.0,94.0,87.0,81.0,94.0,90.0,93.0
Patrick Kluivert,91.0,ST,86.0,88.0,80.0,83.0,41.0,82.0,86.0,86.0,90.0,92.0,82.0,85.0,84.0,84.0,67.0,78.0,86.0,78.0,75.0,76.0,77.0,90.0,88.0,82.0,79.0,39.0,92.0,29.0,41.0,91.0,79.0,86.0,75.0
Miroslav Klose,91.0,ST,88.0,88.0,76.0,82.0,41.0,81.0,92.0,84.0,93.0,87.0,79.0,91.0,83.0,74.0,76.0,72.0,79.0,72.0,70.0,78.0,73.0,93.0,83.0,82.0,86.0,51.0,94.0,38.0,37.0,93.0,81.0,84.0,68.0
Michael Owen,91.0,ST,90.0,89.0,70.0,88.0,34.0,67.0,91.0,90.0,94.0,86.0,81.0,89.0,88.0,74.0,69.0,68.0,78.0,49.0,73.0,86.0,85.0,91.0,86.0,90.0,84.0,24.0,84.0,31.0,30.0,84.0,80.0,63.0,58.0
Michael Laudrup,91.0,CAM,85.0,79.0,90.0,92.0,38.0,64.0,86.0,84.0,80.0,75.0,77.0,78.0,85.0,94.0,93.0,79.0,91.0,82.0,89.0,87.0,82.0,89.0,92.0,94.0,90.0,37.0,69.0,38.0,28.0,65.0,78.0,65.0,42.0
Michael Ballack,91.0,CM,81.0,90.0,88.0,83.0,81.0,86.0,80.0,81.0,87.0,94.0,92.0,86.0,92.0,87.0,80.0,87.0,94.0,93.0,69.0,68.0,70.0,85.0,91.0,83.0,85.0,82.0,86.0,84.0,78.0,87.0,88.0,85.0,85.0
Marcel Desailly,91.0,CB,83.0,52.0,66.0,67.0,90.0,90.0,82.0,83.0,40.0,73.0,59.0,51.0,55.0,73.0,45.0,41.0,76.0,72.0,49.0,59.0,56.0,87.0,76.0,60.0,92.0,91.0,89.0,89.0,87.0,84.0,83.0,92.0,93.0
Laurent Blanc,91.0,CB,79.0,69.0,70.0,78.0,92.0,86.0,77.0,80.0,67.0,77.0,60.0,68.0,91.0,58.0,57.0,72.0,81.0,82.0,63.0,70.0,70.0,88.0,87.0,72.0,86.0,90.0,86.0,94.0,89.0,77.0,89.0,85.0,88.0
Kaká,91.0,CAM,91.0,86.0,88.0,92.0,44.0,73.0,92.0,90.0,85.0,87.0,86.0,86.0,86.0,91.0,87.0,82.0,90.0,84.0,89.0,88.0,86.0,90.0,92.0,93.0,94.0,48.0,61.0,39.0,37.0,57.0,87.0,78.0,49.0
Juan Román Riquelme,91.0,CAM,70.0,87.0,93.0,93.0,32.0,69.0,67.0,73.0,84.0,90.0,91.0,79.0,87.0,95.0,91.0,93.0,94.0,93.0,91.0,82.0,88.0,86.0,96.0,95.0,95.0,26.0,59.0,36.0,34.0,64.0,71.0,74.0,53.0
Ian Rush,91.0,ST,86.0,92.0,72.0,86.0,45.0,81.0,84.0,88.0,94.0,88.0,90.0,93.0,88.0,77.0,67.0,70.0,78.0,55.0,78.0,80.0,79.0,91.0,89.0,85.0,92.0,34.0,92.0,46.0,30.0,86.0,84.0,82.0,74.0
Gheorghe Hagi,91.0,CAM,83.0,89.0,90.0,90.0,43.0,65.0,84.0,83.0,85.0,93.0,92.0,88.0,91.0,89.0,89.0,94.0,92.0,88.0,88.0,86.0,84.0,88.0,92.0,90.0,89.0,44.0,58.0,46.0,41.0,74.0,78.0,60.0,61.0
Fernando Torres,91.0,ST,93.0,90.0,79.0,88.0,45.0,78.0,95.0,91.0,95.0,87.0,82.0,85.0,88.0,89.0,78.0,67.0,83.0,59.0,80.0,88.0,83.0,95.0,87.0,89.0,90.0,38.0,84.0,46.0,40.0,85.0,86.0,78.0,65.0
Fernando Hierro,91.0,CB,73.0,68.0,76.0,70.0,93.0,87.0,73.0,73.0,56.0,83.0,78.0,77.0,75.0,72.0,64.0,75.0,81.0,88.0,66.0,65.0,85.0,85.0,74.0,63.0,88.0,94.0,94.0,94.0,80.0,92.0,83.0,89.0,84.0
Didier Drogba,91.0,ST,90.0,92.0,77.0,82.0,47.0,90.0,91.0,89.0,95.0,94.0,85.0,93.0,88.0,80.0,77.0,84.0,78.0,67.0,76.0,73.0,68.0,88.0,87.0,80.0,87.0,47.0,95.0,41.0,36.0,91.0,89.0,94.0,79.0
David Trezeguet,91.0,ST,81.0,92.0,70.0,82.0,45.0,80.0,80.0,81.0,96.0,93.0,81.0,93.0,85.0,69.0,59.0,57.0,82.0,70.0,56.0,69.0,57.0,92.0,89.0,81.0,85.0,37.0,92.0,46.0,35.0,77.0,83.0,86.0,60.0
Clarence Seedorf,91.0,CAM,80.0,87.0,90.0,88.0,68.0,82.0,78.0,81.0,82.0,91.0,92.0,84.0,89.0,92.0,88.0,85.0,91.0,89.0,84.0,75.0,88.0,93.0,92.0,88.0,90.0,82.0,61.0,64.0,60.0,74.0,84.0,85.0,73.0
Bastian Schweinsteiger,91.0,CM,76.0,86.0,89.0,86.0,86.0,86.0,74.0,77.0,81.0,93.0,91.0,88.0,77.0,90.0,84.0,84.0,92.0,90.0,86.0,78.0,81.0,93.0,90.0,84.0,89.0,89.0,81.0,86.0,84.0,85.0,92.0,82.0,87.0
Andriy Shevchenko,91.0,ST,88.0,92.0,72.0,87.0,34.0,75.0,86.0,89.0,93.0,92.0,89.0,88.0,87.0,76.0,63.0,90.0,74.0,65.0,90.0,81.0,79.0,88.0,86.0,89.0,85.0,38.0,86.0,27.0,22.0,86.0,77.0,79.0,62.0
Alan Shearer,91.0,ST,81.0,93.0,77.0,78.0,52.0,85.0,82.0,80.0,95.0,94.0,86.0,93.0,94.0,76.0,77.0,86.0,82.0,63.0,81.0,71.0,71.0,87.0,82.0,76.0,88.0,44.0,94.0,65.0,55.0,88.0,84.0,88.0,80.0
Joshua Kimmich,91.0,CM,78.0,80.0,90.0,99.0,85.0,81.0,88.0,69.0,76.0,87.0,92.0,77.0,49.0,88.0,94.0,71.0,90.0,93.0,88.0,99.0,99.0,99.0,99.0,97.0,99.0,86.0,74.0,87.0,80.0,81.0,96.0,70.0,91.0
Toni Kroos,91.0,CM,80.0,85.0,93.0,86.0,79.0,76.0,83.0,78.0,81.0,93.0,90.0,86.0,77.0,92.0,91.0,87.0,96.0,96.0,89.0,67.0,75.0,96.0,93.0,85.0,93.0,89.0,65.0,81.0,67.0,36.0,84.0,80.0,67.0
N'Golo Kanté,91.0,CDM,80.0,75.0,81.0,85.0,90.0,85.0,86.0,76.0,74.0,81.0,74.0,64.0,61.0,84.0,74.0,54.0,90.0,83.0,54.0,82.0,97.0,98.0,85.0,82.0,88.0,94.0,56.0,96.0,89.0,78.0,98.0,75.0,96.0
Casemiro,91.0,CM,76.0,78.0,80.0,77.0,90.0,92.0,72.0,80.0,68.0,94.0,87.0,66.0,71.0,80.0,62.0,79.0,90.0,89.0,66.0,65.0,71.0,93.0,83.0,72.0,90.0,91.0,82.0,91.0,90.0,87.0,92.0,92.0,93.0
Harry Kane,91.0,ST,84.0,93.0,86.0,85.0,48.0,85.0,83.0,85.0,95.0,94.0,88.0,89.0,94.0,90.0,83.0,67.0,87.0,88.0,85.0,70.0,74.0,95.0,87.0,86.0,95.0,45.0,87.0,37.0,39.0,82.0,86.0,86.0,83.0
Kylian Mbappé,91.0,LW,99.0,92.0,85.0,95.0,40.0,82.0,99.0,99.0,96.0,91.0,85.0,86.0,83.0,88.0,83.0,73.0,90.0,75.0,85.0,96.0,84.0,96.0,94.0,96.0,91.0,42.0,80.0,38.0,36.0,83.0,94.0,82.0,69.0
Hristo Stoichkov,91.0,LW,91.0,92.0,87.0,91.0,49.0,85.0,92.0,91.0,92.0,90.0,91.0,92.0,96.0,89.0,87.0,91.0,85.0,84.0,90.0,93.0,85.0,89.0,91.0,91.0,92.0,46.0,87.0,50.0,46.0,78.0,86.0,81.0,95.0
Rafael Leão,91.0,ST,96.0,85.0,81.0,91.0,34.0,83.0,95.0,97.0,88.0,88.0,79.0,82.0,70.0,82.0,83.0,67.0,84.0,70.0,89.0,87.0,85.0,88.0,91.0,94.0,86.0,30.0,79.0,30.0,26.0,70.0,86.0,90.0,67.0
Fabio Cannavaro,91.0,CB,78.0,44.0,63.0,67.0,93.0,84.0,79.0,78.0,35.0,59.0,51.0,43.0,43.0,48.0,66.0,36.0,71.0,66.0,59.0,85.0,80.0,83.0,68.0,58.0,77.0,94.0,90.0,93.0,92.0,99.0,81.0,86.0,80.0
Kenny Dalglish,91.0,ST,89.0,91.0,78.0,89.0,42.0,72.0,91.0,88.0,94.0,88.0,88.0,89.0,90.0,77.0,80.0,91.0,83.0,57.0,85.0,94.0,89.0,90.0,89.0,89.0,86.0,36.0,82.0,39.0,38.0,79.0,86.0,65.0,70.0
Carles Puyol,91.0,CB,75.0,45.0,67.0,58.0,93.0,91.0,74.0,75.0,36.0,71.0,42.0,38.0,56.0,56.0,77.0,47.0,71.0,70.0,49.0,55.0,56.0,87.0,64.0,50.0,82.0,94.0,91.0,92.0,97.0,88.0,93.0,91.0,90.0
Gareth Bale,91.0,RW,89.0,92.0,90.0,88.0,63.0,83.0,88.0,90.0,89.0,99.0,94.0,92.0,83.0,86.0,94.0,97.0,89.0,87.0,99.0,86.0,71.0,86.0,90.0,89.0,95.0,83.0,99.0,83.0,79.0,99.0,70.0,91.0,75.0
Samuel Eto'o,91.0,ST,93.0,92.0,82.0,89.0,52.0,82.0,94.0,93.0,93.0,93.0,89.0,88.0,90.0,86.0,76.0,87.0,87.0,73.0,85.0,93.0,84.0,87.0,89.0,88.0,92.0,46.0,97.0,47.0,40.0,93.0,88.0,79.0,77.0
Luís Figo,91.0,RW,91.0,87.0,89.0,91.0,40.0,79.0,92.0,90.0,88.0,84.0,87.0,81.0,86.0,90.0,90.0,85.0,92.0,85.0,78.0,89.0,81.0,88.0,91.0,92.0,91.0,40.0,61.0,39.0,36.0,73.0,82.0,78.0,78.0
Bobby Moore,91.0,CB,80.0,62.0,82.0,77.0,92.0,84.0,81.0,79.0,50.0,79.0,69.0,63.0,76.0,83.0,75.0,68.0,86.0,90.0,75.0,84.0,85.0,95.0,86.0,64.0,96.0,93.0,86.0,92.0,91.0,84.0,94.0,84.0,74.0
Emilio Butragueño,91.0,ST,93.0,89.0,80.0,91.0,42.0,69.0,93.0,93.0,94.0,87.0,83.0,87.0,83.0,86.0,76.0,79.0,85.0,64.0,84.0,91.0,90.0,90.0,92.0,92.0,88.0,46.0,86.0,35.0,32.0,88.0,86.0,66.0,53.0
Heung Min Son,91.0,LW,90.0,91.0,86.0,89.0,44.0,75.0,87.0,92.0,93.0,90.0,91.0,81.0,75.0,88.0,87.0,78.0,88.0,78.0,89.0,88.0,79.0,94.0,87.0,90.0,92.0,41.0,71.0,36.0,35.0,65.0,96.0,69.0,67.0
Karim Benzema,91.0,CF,80.0,88.0,83.0,87.0,39.0,78.0,79.0,80.0,92.0,87.0,80.0,88.0,84.0,89.0,75.0,73.0,89.0,76.0,82.0,78.0,72.0,92.0,91.0,87.0,90.0,39.0,90.0,24.0,18.0,79.0,82.0,82.0,63.0
Lionel Messi,91.0,RW,81.0,89.0,90.0,94.0,34.0,64.0,87.0,76.0,90.0,86.0,91.0,88.0,75.0,94.0,84.0,93.0,91.0,90.0,93.0,91.0,95.0,92.0,93.0,95.0,96.0,40.0,70.0,35.0,24.0,68.0,70.0,68.0,44.0
Kevin De Bruyne,91.0,CM,74.0,88.0,93.0,87.0,64.0,77.0,76.0,73.0,85.0,92.0,91.0,83.0,83.0,94.0,94.0,83.0,93.0,93.0,89.0,76.0,78.0,91.0,90.0,88.0,89.0,96.0,80.0,95.0,77.0,63.0,88.0,74.0,75.0
Robert Lewandowski,91.0,ST,75.0,91.0,79.0,86.0,44.0,83.0,76.0,75.0,94.0,91.0,84.0,89.0,90.0,82.0,72.0,86.0,85.0,71.0,80.0,77.0,82.0,93.0,89.0,85.0,88.0,65.0,99.0,56.0,25.0,85.0,76.0,87.0,81.0
Kylian Mbappé,91.0,ST,97.0,89.0,80.0,92.0,36.0,76.0,97.0,97.0,93.0,88.0,82.0,83.0,80.0,83.0,78.0,69.0,85.0,71.0,80.0,93.0,81.0,93.0,91.0,93.0,88.0,38.0,72.0,34.0,32.0,77.0,87.0,76.0,64.0
Cristiano Ronaldo,91.0,ST,83.0,89.0,80.0,90.0,37.0,78.0,81.0,85.0,90.0,90.0,87.0,83.0,87.0,78.0,82.0,81.0,82.0,77.0,83.0,82.0,71.0,99.0,93.0,90.0,99.0,32.0,98.0,35.0,26.0,99.0,79.0,80.0,66.0
Robert Lewandowski,91.0,ST,75.0,91.0,79.0,86.0,44.0,83.0,76.0,75.0,94.0,91.0,84.0,89.0,90.0,81.0,71.0,85.0,84.0,70.0,79.0,77.0,82.0,93.0,89.0,85.0,88.0,49.0,91.0,42.0,19.0,85.0,76.0,87.0,81.0
Kevin De Bruyne,91.0,CM,74.0,88.0,93.0,87.0,64.0,77.0,76.0,73.0,85.0,92.0,91.0,83.0,83.0,94.0,94.0,83.0,93.0,93.0,89.0,76.0,78.0,91.0,90.0,88.0,89.0,66.0,55.0,65.0,53.0,63.0,88.0,74.0,75.0
Sadio Mané,91.0,LM,92.0,86.0,84.0,90.0,46.0,80.0,93.0,92.0,89.0,86.0,81.0,78.0,78.0,88.0,82.0,67.0,88.0,75.0,81.0,95.0,90.0,93.0,88.0,90.0,86.0,37.0,88.0,44.0,40.0,90.0,88.0,75.0,78.0
Pierre-Emerick Aubame...,91.0,ST,93.0,90.0,84.0,85.0,42.0,76.0,91.0,95.0,93.0,88.0,85.0,88.0,88.0,84.0,82.0,86.0,89.0,73.0,91.0,83.0,72.0,90.0,87.0,84.0,89.0,67.0,99.0,41.0,50.0,84.0,83.0,83.0,48.0
Mohamed Salah,91.0,RM,91.0,90.0,83.0,91.0,47.0,77.0,90.0,92.0,94.0,84.0,86.0,85.0,87.0,86.0,81.0,70.0,85.0,78.0,85.0,91.0,92.0,94.0,89.0,91.0,93.0,57.0,62.0,45.0,43.0,71.0,89.0,77.0,65.0
Pelé,91.0,CF,94.0,89.0,88.0,93.0,53.0,73.0,94.0,94.0,91.0,84.0,87.0,90.0,88.0,91.0,87.0,86.0,89.0,85.0,81.0,97.0,94.0,92.0,93.0,92.0,93.0,61.0,83.0,46.0,42.0,88.0,88.0,72.0,55.0
Zinedine Zidane,91.0,CM,84.0,86.0,91.0,90.0,73.0,81.0,86.0,83.0,84.0,87.0,88.0,85.0,84.0,92.0,88.0,91.0,93.0,88.0,86.0,77.0,85.0,90.0,94.0,91.0,86.0,85.0,83.0,78.0,67.0,75.0,88.0,84.0,65.0
Lionel Messi,91.0,RW,81.0,89.0,90.0,94.0,34.0,64.0,87.0,76.0,90.0,86.0,91.0,88.0,75.0,94.0,84.0,93.0,91.0,90.0,93.0,91.0,95.0,92.0,93.0,95.0,96.0,40.0,70.0,35.0,24.0,68.0,70.0,68.0,44.0
Kylian Mbappé,91.0,ST,97.0,89.0,80.0,92.0,36.0,76.0,97.0,97.0,93.0,88.0,82.0,83.0,80.0,83.0,78.0,69.0,85.0,71.0,80.0,93.0,81.0,93.0,91.0,93.0,88.0,38.0,72.0,34.0,32.0,77.0,87.0,76.0,64.0
Karim Benzema,91.0,CF,80.0,88.0,83.0,87.0,39.0,78.0,79.0,80.0,92.0,87.0,80.0,88.0,84.0,89.0,75.0,73.0,89.0,76.0,82.0,78.0,72.0,92.0,91.0,87.0,90.0,39.0,90.0,24.0,18.0,79.0,82.0,82.0,63.0
Karim Adeyemi,90.0,ST,96.0,86.0,79.0,86.0,30.0,77.0,97.0,95.0,87.0,86.0,85.0,80.0,83.0,81.0,75.0,74.0,83.0,77.0,80.0,97.0,89.0,75.0,83.0,86.0,80.0,29.0,78.0,24.0,31.0,97.0,81.0,81.0,56.0
Mykhailo Mudryk,90.0,LM,94.0,86.0,87.0,90.0,50.0,70.0,95.0,93.0,90.0,91.0,81.0,64.0,71.0,95.0,90.0,82.0,84.0,82.0,75.0,97.0,84.0,77.0,90.0,92.0,81.0,32.0,44.0,59.0,43.0,72.0,77.0,64.0,75.0
Cristiano Ronaldo,90.0,ST,81.0,92.0,78.0,85.0,34.0,75.0,79.0,83.0,93.0,93.0,90.0,86.0,90.0,76.0,80.0,79.0,80.0,75.0,81.0,77.0,67.0,94.0,88.0,85.0,95.0,29.0,90.0,32.0,24.0,95.0,76.0,77.0,63.0
Richarlison,90.0,ST,90.0,88.0,81.0,89.0,62.0,87.0,93.0,87.0,90.0,92.0,80.0,82.0,86.0,83.0,82.0,73.0,87.0,69.0,83.0,86.0,77.0,87.0,89.0,91.0,88.0,54.0,96.0,68.0,56.0,95.0,89.0,84.0,93.0
Pedri,90.0,CM,86.0,77.0,86.0,91.0,76.0,82.0,89.0,83.0,79.0,77.0,78.0,65.0,62.0,93.0,72.0,66.0,92.0,90.0,84.0,92.0,94.0,89.0,92.0,91.0,91.0,80.0,56.0,82.0,70.0,73.0,99.0,79.0,70.0
Paul Pogba,90.0,CM,81.0,86.0,89.0,90.0,80.0,91.0,73.0,87.0,80.0,97.0,90.0,90.0,86.0,94.0,76.0,86.0,91.0,96.0,89.0,75.0,69.0,82.0,92.0,94.0,90.0,80.0,95.0,86.0,81.0,91.0,74.0,99.0,90.0
Zlatan Ibrahimović,90.0,ST,90.0,91.0,83.0,87.0,37.0,90.0,85.0,95.0,90.0,92.0,91.0,93.0,86.0,91.0,78.0,81.0,84.0,79.0,86.0,76.0,58.0,87.0,96.0,85.0,99.0,22.0,89.0,40.0,26.0,96.0,42.0,99.0,99.0
Harry Kane,90.0,ST,70.0,92.0,84.0,84.0,48.0,83.0,69.0,71.0,94.0,93.0,87.0,88.0,93.0,88.0,81.0,66.0,85.0,86.0,83.0,70.0,73.0,94.0,86.0,85.0,94.0,45.0,87.0,37.0,39.0,80.0,84.0,84.0,81.0
Trent Alexander-Arnold,90.0,RB,86.0,70.0,92.0,84.0,83.0,80.0,86.0,86.0,63.0,83.0,76.0,64.0,56.0,93.0,95.0,88.0,90.0,94.0,90.0,77.0,77.0,87.0,90.0,82.0,86.0,99.0,99.0,99.0,99.0,72.0,98.0,72.0,78.0
Xabi Alonso,90.0,CDM,70.0,80.0,88.0,81.0,85.0,82.0,69.0,71.0,72.0,89.0,91.0,79.0,83.0,87.0,84.0,87.0,92.0,90.0,82.0,68.0,80.0,87.0,89.0,76.0,91.0,89.0,77.0,87.0,81.0,63.0,85.0,82.0,85.0
Rui Costa,90.0,CAM,86.0,81.0,88.0,88.0,44.0,79.0,83.0,88.0,75.0,87.0,85.0,81.0,84.0,88.0,86.0,92.0,91.0,86.0,86.0,86.0,83.0,89.0,92.0,86.0,82.0,66.0,50.0,40.0,41.0,80.0,88.0,84.0,57.0
Roy Keane,90.0,CM,72.0,71.0,85.0,81.0,87.0,89.0,70.0,73.0,70.0,65.0,84.0,58.0,71.0,87.0,73.0,72.0,92.0,89.0,70.0,70.0,77.0,92.0,87.0,78.0,92.0,94.0,77.0,94.0,87.0,79.0,93.0,86.0,96.0
Rio Ferdinand,90.0,CB,83.0,49.0,67.0,65.0,91.0,86.0,84.0,82.0,45.0,65.0,35.0,57.0,61.0,57.0,54.0,32.0,83.0,77.0,54.0,60.0,57.0,86.0,76.0,55.0,93.0,91.0,86.0,93.0,90.0,82.0,83.0,88.0,86.0
Nemanja Vidić,90.0,CB,78.0,50.0,62.0,64.0,93.0,91.0,76.0,79.0,44.0,69.0,42.0,51.0,65.0,57.0,44.0,47.0,75.0,72.0,51.0,68.0,72.0,85.0,74.0,51.0,87.0,89.0,93.0,94.0,91.0,93.0,87.0,92.0,92.0
Michaël Essien,90.0,CDM,85.0,76.0,81.0,82.0,90.0,90.0,87.0,84.0,68.0,87.0,86.0,80.0,65.0,78.0,70.0,58.0,91.0,86.0,67.0,75.0,88.0,84.0,88.0,78.0,85.0,93.0,75.0,92.0,91.0,84.0,94.0,89.0,87.0
Luis Hernández,90.0,ST,92.0,88.0,74.0,89.0,48.0,70.0,94.0,91.0,91.0,86.0,83.0,83.0,88.0,73.0,69.0,81.0,77.0,72.0,75.0,93.0,85.0,88.0,88.0,89.0,86.0,35.0,93.0,47.0,52.0,89.0,82.0,65.0,61.0
Juan Sebastián Verón,90.0,CM,76.0,85.0,90.0,85.0,77.0,85.0,77.0,75.0,76.0,95.0,93.0,79.0,92.0,90.0,85.0,89.0,92.0,91.0,88.0,72.0,72.0,87.0,92.0,84.0,90.0,83.0,70.0,81.0,67.0,69.0,89.0,82.0,90.0
Jari Litmanen,90.0,CAM,82.0,89.0,84.0,84.0,36.0,64.0,81.0,83.0,91.0,82.0,88.0,93.0,87.0,88.0,77.0,80.0,89.0,77.0,85.0,79.0,72.0,93.0,90.0,81.0,91.0,44.0,72.0,25.0,28.0,63.0,87.0,69.0,22.0
Hernán Crespo,90.0,ST,89.0,90.0,72.0,89.0,38.0,73.0,89.0,89.0,94.0,87.0,82.0,87.0,90.0,83.0,77.0,60.0,72.0,57.0,72.0,90.0,85.0,89.0,88.0,89.0,92.0,32.0,92.0,33.0,32.0,88.0,80.0,78.0,50.0
Henrik Larsson,90.0,ST,90.0,89.0,76.0,85.0,48.0,73.0,92.0,88.0,93.0,83.0,84.0,89.0,88.0,74.0,70.0,82.0,78.0,73.0,88.0,89.0,82.0,92.0,86.0,84.0,84.0,45.0,96.0,47.0,46.0,92.0,86.0,65.0,74.0
Gianfranco Zola,90.0,CF,86.0,91.0,88.0,91.0,43.0,63.0,88.0,84.0,92.0,91.0,90.0,83.0,87.0,88.0,85.0,92.0,90.0,83.0,90.0,85.0,86.0,90.0,92.0,93.0,79.0,33.0,64.0,46.0,38.0,52.0,76.0,57.0,64.0
Frank Rijkaard,90.0,CDM,77.0,76.0,83.0,80.0,90.0,87.0,75.0,78.0,69.0,86.0,82.0,70.0,77.0,85.0,77.0,59.0,90.0,87.0,55.0,72.0,54.0,88.0,90.0,75.0,92.0,91.0,87.0,91.0,87.0,82.0,90.0,90.0,78.0
Frank Lampard,90.0,CM,74.0,90.0,88.0,84.0,73.0,81.0,76.0,72.0,89.0,91.0,94.0,85.0,89.0,83.0,82.0,84.0,93.0,92.0,84.0,65.0,62.0,89.0,91.0,86.0,88.0,78.0,71.0,76.0,62.0,78.0,92.0,79.0,74.0
